2PC,N/A,0.5600372817610881,N/A,0.11431513459874403,N/A,1.0319618665438306,N/A,2.7027246328E9,N/A,9542.7,N/A,26898.5,N/A,1354.8,N/A,28253.3,N/A,229.75443058586634,6888.8,5696.1,N/A,3005.0,N/A,32.5,N/A,62.9,N/A,23885.9,N/A,0.0,N/A,0.0,N/A,17164.8,N/A,2361.7,N/A,34.377067574973864,1,TOB
2PC,N/A,0.5038138157995448,N/A,0.1286142978075534,N/A,0.4417303178671851,N/A,3.1448908312E9,N/A,9567.1,N/A,23229.1,N/A,251.9,N/A,23480.7,N/A,157.71666666666664,15814.4,1701.4,N/A,3005.0,N/A,43.8,N/A,44.0,N/A,22194.6,N/A,0.0,N/A,0.0,N/A,13277.2,N/A,1733.9,N/A,25.544999999999998,1,TOB
2PC,N/A,0.514825895956347,N/A,0.10796372002618275,N/A,0.0437179014207333,N/A,3.0084927656E9,N/A,9548.6,N/A,1153367.9,N/A,260.0,N/A,1153627.9,N/A,6.225,455224.2,47464.3,N/A,3006.0,N/A,44.6,N/A,44.6,N/A,1096676.9,N/A,0.0,N/A,0.0,N/A,13483.7,N/A,1690.7,N/A,1.0333333333333334,1,TOB
2PC,N/A,0.5085276897615929,N/A,0.12333977669881124,N/A,0.04222488853991628,N/A,3.3050685752E9,N/A,9445.6,N/A,767844.3,N/A,248.4,N/A,768092.7,N/A,7.389999999999999,350184.6,43590.6,N/A,3005.0,N/A,43.1,N/A,43.1,N/A,766777.1,N/A,0.0,N/A,0.0,N/A,13003.6,N/A,1658.5,N/A,1.2033333333333334,1,TOB
TOB,N/A,0.5419642558663729,N/A,0.14761118585711236,1.9481561767342281,1.3854791450979809,4.788357456E9,3.5837775066666665E9,N/A,9683.1,5233.0,23659.0,N/A,1044.7,6048.0,24725.0,N/A,332.84146464790393,N/A,N/A,N/A,3005.0,N/A,34.7,N/A,59.8,0.0,0.0,0.0,0.0,0.0,0.0,N/A,15797.9,N/A,0.0,87.14141414141415,52.35869397260261,1,TOB
TOB,N/A,0.49933129947605537,N/A,0.14678733251582426,1.9810510362932856,0.7770810759915661,6.369622112E9,5.580493476444445E9,N/A,9558.8,3234.0,20620.11111111111,N/A,253.3,3419.0,20875.333333333332,N/A,285.28000000000003,N/A,N/A,N/A,3005.0,N/A,44.3,N/A,44.3,0.0,0.0,0.0,0.0,0.0,0.0,N/A,13300.5,N/A,0.0,141.8,40.861111111111114,1,TOB
TOB,N/A,0.498016468609802,N/A,0.14747447435598976,1.9348825078516563,1.0578439005672844,9.5057804E9,5.639956668444445E9,N/A,9817.4,2519.0,16733.666666666668,N/A,249.1,2694.0,16988.333333333332,N/A,325.3616666666667,N/A,N/A,N/A,3005.0,N/A,44.2,N/A,44.2,0.0,0.0,0.0,0.0,0.0,0.0,N/A,13339.7,N/A,0.0,146.7377049180328,49.30418943533697,1,TOB
TOB,N/A,0.49203263538920733,N/A,0.13058915749698535,1.6850036454575437,0.8719462157455407,1.1192224224E10,5.800063592888889E9,N/A,9203.0,2563.0,22372.88888888889,N/A,294.7,2769.0,22656.333333333332,N/A,269.1852459016393,N/A,N/A,N/A,3005.0,N/A,44.3,N/A,44.3,0.0,0.0,0.0,0.0,0.0,0.0,N/A,13353.9,N/A,0.0,132.39344262295083,38.61748633879782,1,TOB
PB,0.9998104624715694,0.0,0.00927766732935719,0.031178572037106573,0.3946589457830831,1.2722808513830948,3.18192576E9,2.709228919111111E9,0.0,8015.888888888889,9416.0,0.0,3454.0,0.0,12863.0,0.0,96.5,176.63299802907582,N/A,N/A,0.0,3005.0,18.0,0.0,75.0,0.0,8043.0,0.0,0.0,0.0,0.0,0.0,19393.0,0.0,0.0,0.0,95.92727272727272,69.95311634037631,1,TOB
PB,0.9995206902061032,0.0,0.014687100893997445,0.029685735557855808,0.4461546448483123,1.2666688080503699,1.239532368E9,2.0376981964444444E9,0.0,7882.111111111111,8828.0,0.0,373.0,0.0,9188.0,0.0,105.06666666666666,226.8314814814815,N/A,N/A,0.0,3005.0,35.0,0.0,35.0,0.0,8239.0,0.0,0.0,0.0,0.0,0.0,10929.0,0.0,0.0,0.0,104.21666666666667,119.92962962962962,1,TOB
PB,0.9987103430487491,0.0,0.016374419804022693,0.031078938600944114,0.4082689359354773,1.2061578434633706,4.4764868E9,2.4326922844444447E9,0.0,7808.888888888889,7037.0,0.0,361.0,0.0,7394.0,0.0,129.83333333333334,253.3962962962963,N/A,N/A,0.0,3005.0,35.0,0.0,35.0,0.0,6498.0,0.0,0.0,0.0,0.0,0.0,10916.0,0.0,0.0,0.0,128.15,122.06296296296296,1,TOB
PB,0.9991521317829457,0.0,0.017199612403100775,0.029229126704427424,0.5660186999517078,1.2115117946745864,3.173153984E9,2.5798408222222223E9,0.0,7994.888888888889,6543.0,0.0,361.0,0.0,6898.0,0.0,138.3,257.54999999999995,N/A,N/A,0.0,3005.0,35.0,0.0,35.0,0.0,5996.0,0.0,0.0,0.0,0.0,0.0,11029.0,0.0,0.0,0.0,136.45,118.33888888888889,1,TOB
