5343.0,17.0,2.0,3.0,280.57827711194744,587.5873178996486,3093.5,1582058.5,0.3813195933639583,5.965445622666666E9
5343.0,17.0,3.0,3.0,418.460860435273,865.3035299956115,3089.0,1744430.3333333333,0.41246452075583867,6.128383510694638E9
5343.0,17.0,4.0,3.0,560.4987272123799,1143.3340786281392,3088.0,2000790.5,0.38276525943308376,6.262062353525641E9
5343.0,17.0,5.0,3.0,704.6302447999182,1397.033825806982,3072.0,2304165.2,0.4060249604584622,6.35075718363077E9
5343.0,17.0,6.0,3.0,825.8625303111248,1613.4490194426367,3079.1666666666665,2738839.3333333335,0.38855809423516524,6.421882753842269E9
5343.0,17.0,7.0,3.0,956.2564678843748,1823.079157381483,3062.1428571428573,3113658.714285714,0.37985435376378923,6.546055939012987E9
5343.0,17.0,8.0,3.0,1084.6643182170114,1987.0356135237926,3061.875,3603513.625,0.4255104769968935,6.6560282620728445E9
5343.0,17.0,9.0,3.0,1220.4877506805178,2130.281651019388,3023.8888888888887,4032755.5555555555,0.4222077582472289,6.734666302133126E9
5343.0,17.0,10.0,3.0,1362.8907042050091,2234.779444646592,3013.0,4481409.2,0.45433054576932924,6.819048871713285E9
5343.0,17.0,2.0,5.0,454.88102611676027,946.8415746159424,3092.0,1563982.0,0.6367769573579003,6.11476434048122E9
5343.0,17.0,3.0,5.0,696.0271988918969,1408.681498161186,3085.0,1927961.3333333333,0.6437823797646195,6.318961842028169E9
5343.0,17.0,4.0,5.0,916.3744436188903,1799.7680732721806,3071.0,2375814.25,0.6371271469337223,6.408089064816901E9
5343.0,17.0,5.0,5.0,1124.4046250095828,2109.580107170276,3052.6,2991330.6,0.6192696566782641,6.535870494377464E9
5343.0,17.0,6.0,5.0,1338.379751616971,2366.3177502948784,3042.8333333333335,3603574.0,0.629923497521116,6.694572756936097E9
5343.0,17.0,7.0,5.0,1616.2717336183928,2553.7070059448274,3002.285714285714,4080554.0,0.615187325009443,6.775156419106641E9
